0,0.2284546609353224,0.001,0.001
1,0.2284546609353224,0.001,0.001
2,0.2284546609353224,0.001,0.001
3,0.2284546609353224,0.001,0.001
4,0.2284546609353224,0.001,0.001
5,0.9809662414130501,0.001,0.001
6,0.9809662414130501,0.001,0.001
7,0.9809662414130501,0.001,0.001
8,0.9809662414130501,0.001,0.001
9,0.9809662414130501,0.001,0.001
10,0.9809662414130501,0.001,0.001
11,0.8711358339158702,0.001,0.001
12,0.8711358339158702,0.001,0.001
13,1.200059052188721,0.001,0.001
14,1.391553123366099,0.001,0.001
15,1.391553123366099,0.001,0.001
16,4.736330706802622,0.001,0.001
17,4.736330706802622,0.001,0.001
18,4.736330706802622,0.001,0.001
19,4.736330706802622,0.001,0.001
20,4.736330706802622,0.001,0.001
21,4.736330706802622,0.001,0.001
22,0.21111148440411898,0.001,0.001
23,0.21111148440411898,0.001,0.001
24,0.21111148440411898,0.001,0.001
25,0.21111148440411898,0.001,0.001
26,0.21111148440411898,0.001,0.001
27,0.21111148440411898,0.001,0.001
28,0.4807147010154694,0.001,0.001
29,0.4807147010154694,0.001,0.001
30,0.4807147010154694,0.001,0.001
31,0.4807147010154694,0.001,0.001
32,0.4297409156836376,0.001,0.001
33,0.4297409156836376,0.001,0.001
34,0.4297409156836376,0.001,0.001
35,0.4297409156836376,0.001,0.001
36,0.4297409156836376,0.001,0.001
37,0.4297409156836376,0.001,0.001
38,0.6606264358326823,0.001,0.001
39,0.6606264358326823,0.001,0.001
40,0.6606264358326823,0.001,0.001
41,0.6606264358326823,0.001,0.001
42,0.6606264358326823,0.001,0.001
43,0.6606264358326823,0.001,0.001
44,0.9451083020346249,0.001,0.001
45,0.9451083020346249,0.001,0.001
46,0.9451083020346249,0.001,0.001
47,0.9451083020346249,0.001,0.001
48,0.9451083020346249,0.001,0.001
49,0.9451083020346249,0.001,0.001
